2550000 0.386 68.117 4.441 -1176.722 0.000 75.393 -1101.329 111.435  3026 1.275 31.408 0
2560000 0.387 68.117 4.442 -1176.568 0.000 66.074 -1110.494 123.247  3068 1.280 31.368 0
2570000 0.387 68.117 4.442 -1178.256 0.000 61.305 -1116.952 117.613  3084 1.285 31.394 0
2580000 0.388 68.117 4.442 -1190.682 0.000 62.818 -1127.864 122.507  3130 1.290 31.360 0
2590000 0.387 68.117 4.442 -1169.499 0.000 74.733 -1094.766 109.270  3046 1.295 31.277 0
2600000 0.387 68.117 4.443 -1172.306 0.000 69.037 -1103.269 100.384  3040 1.300 31.389 0
2610000 0.387 68.117 4.443 -1181.726 0.000 71.339 -1110.386 102.402  3062 1.305 31.380 0
2620000 0.386 68.117 4.443 -1182.165 0.000 64.034 -1118.131 119.911  3130 1.310 31.427 0
2630000 0.387 68.117 4.443 -1182.991 0.000 71.398 -1111.593 128.829  3110 1.315 31.526 0
2640000 0.387 68.117 4.444 -1176.348 0.000 65.998 -1110.350 109.159  3036 1.320 31.472 0
2650000 0.388 68.117 4.444 -1167.304 0.000 65.313 -1101.991 121.616  3074 1.325 31.395 0
2660000 0.386 68.117 4.444 -1170.975 0.000 58.757 -1112.
