1070000 68.117 4.404 -0.965 -2.847 -3.219
1080000 68.117 4.405 -0.965 -2.847 -3.219
1090000 68.117 4.405 -0.965 -2.847 -3.220
1100000 68.117 4.405 -0.965 -2.847 -3.220
1110000 68.117 4.405 -0.965 -2.848 -3.220
1120000 68.117 4.406 -0.965 -2.848 -3.220
1130000 68.117 4.406 -0.965 -2.848 -3.220
1140000 68.117 4.406 -0.965 -2.848 -3.220
1150000 68.117 4.406 -0.966 -2.848 -3.221
1160000 68.117 4.407 -0.966 -2.848 -3.221
1170000 68.117 4.407 -0.966 -2.849 -3.221
1180000 68.117 4.407 -0.966 -2.849 -3.221
1190000 68.117 4.407 -0.966 -2.849 -3.221
1200000 68.117 4.408 -0.966 -2.849 -3.222
1210000 68.117 4.408 -0.966 -2.849 -3.222
1220000 68.117 4.408 -0.966 -2.849 -3.222
1230000 68.117 4.408 -0.966 -2.849 -3.222
1240000 68.117 4.409 -0.966 -2.850 -3.222
1250000 68.117 4.409 -0.966 -2.850 -3.222
1260000 68.117 4.409 -0.966 -2.850 -3.223
1270000 68.117 4.409 -0.966 -2.850 -3.223
1280000 68.117 4.410 -0.966 -2.850 -3.223
1290000 68.117 4.410 -0.966 -2.850 -3.223
1300000 68.117 4.410 -0.966 -2.851 -3.223
1310000 68.117 4.410 -0.966 -2.851 -3.224
1320000 68.117 4.411 -0.966 -2.851 -3.224
1330000 68.117 4.411 -0.966 -2.851 -3.224
1340000 68.117 4.411 -0.967 -2.851 -3.224
1350000 68.117 4.411 -0.967 -2.851 -3.224
1360000 68.117 4.412 -0.967 -2.852 -3.224
1370000 68.117 4.412 -0.967 -2.852 -3.225
1380000 68.117 4.412 -0.967 -2.852 -3.225
1390000 68.117 4.412 -0.967 -2.852 -3.225
1400000 68.117 4.413 -0.967 -2.852 -3.225
1410000 68.117 4.413 -0.967 -2.852 -3.225
1420000 68.117 4.413 -0.967 -2.853 -3.226
1430000 68.117 4.413 -0.967 -2.853 -3.226
1440000 68.117 4.414 -0.967 -2.853 -3.226
1450000 68.117 4.414 -0.967 -2.853 -3.226
1460000 68.117 4.414 -0.967 -2.853 -3.226
1470000 68.117 4.414 -0.967 -2.853 -3.226
1480000 68.117 4.415 -0.967 -2.854 -3.227
1490000 68.117 4.415 -0.967 -2.854 -3.227
1500000 68.117 4.415 -0.967 -2.854 -3.227
1510000 68.117 4.415 -0.967 -2.854 -3.227
1520000 68.117 4.416 -0.968 -2.854 -3.227
1530000 68.117 4.416 -0.968 -2.854 -3.228
1540000 68.117 4.416 -0.968 -2.854 -3.228
1550000 68.117 4.416 -0.968 -2.855 -3.228
1560000 68.117 4.417 -0.968 -2.855 -3.228
1570000 68.117 4.417 -0.968 -2.855 -3.228
1580000 68.117 4.417 -0.968 -2.855 -3.229
1590000 68.117 4.417 -0.968 -2.855 -3.229
1600000 68.117 4.418 -0.968 -2.855 -3.229
1610000 68.117 4.418 -0.968 -2.856 -3.229
1620000 68.117 4.418 -0.968 -2.856 -3.229
1630000 68.117 4.418 -0.968 -2.856 -3.229
1640000 68.117 4.419 -0.968 -2.856 -3.230
1650000 68.117 4.419 -0.968 -2.856 -3.230
1660000 68.117 4.419 -0.968 -2.856 -3.230
1670000 68.117 4.419 -0.968 -2.857 -3.230
1680000 68.117 4.420 -0.968 -2.857 -3.230
1690000 68.117 4.420 -0.968 -2.857 -3.231
1700000 68.117 4.420 -0.969 -2.857 -3.231
1710000 68.117 4.420 -0.969 -2.857 -3.231
1720000 68.117 4.421 -0.969 -2.857 -3.231
1730000 68.117 4.421 -0.969 -2.858 -3.231
1740000 68.117 4.421 -0.969 -2.858 -3.231
1750000 68.117 4.421 -0.969 -2.858 -3.232
1760000 68.117 4.422 -0.969 -2.858 -3.232
1770000 68.117 4.422 -0.969 -2.858 -3.232
1780000 68.117 4.422 -0.969 -2.858 -3.232
1790000 68.117 4.422 -0.969 -2.859 -3.232
1800000 68.117 4.423 -0.969 -2.859 -3.233
1810000 68.117 4.423 -0.969 -2.859 -3.233
1820000 68.117 4.423 -0.969 -2.859 -3.233
1830000 68.117 4.423 -0.969 -2.859 -3.233
1840000 68.117 4.424 -0.969 -2.859 -3.233
1850000 68.117 4.424 -0.969 -2.859 -3.233
1860000 68.117 4.424 -0.969 -2.860 -3.234
1870000 68.117 4.424 -0.969 -2.860 -3.234
1880000 68.117 4.425 -0.970 -2.860 -3.234
1890000 68.117 4.425 -0.970 -2.860 -3.234
1900000 68.117 4.425 -0.970 -2.860 -3.234
1910000 68.117 4.425 -0.970 -2.860 -3.235
1920000 68.117 4.426 -0.970 -2.861 -3.235
1930000 68.117 4.426 -0.970 -2.861 -3.235
1940000 68.117 4.426 -0.970 -2.861 -3.235
1950000 68.117 4.426 -0.970 -2.861 -3.235
1960000 68.117 4.427 -0.970 -2.861 -3.235
1970000 68.117 4.427 -0.970 -2.8
